Utterance,Emotion,,,,,,
Wow! My breasts are really strong.,happy,,,,,,
"Hey, look, you're in trouble either way! Okay? If she comes back and sees me locked to this instead of the chair, she's gonna know you were in here. So you might as well just let me go.",happy,,,,,,
What if I clean your bathroom for a month?,fearful,,,,,,
It still wouldn't be clean. All I want is my freedom.,angry,,,,,,
Foot rubs for a month!,fearful,,,,,,
Freedom!,happy,,,,,,
"Freedom! I want my freedom! Why won't you here me?! Sophie, help me! Help me!!",happy,,,,,,
Sophie sit!!,happy,,,,,,
"No! God, would you just calm down!",fearful,,,,,,
I'm gonna say this for the last time. Would you please just...,happy,,,,,,
Wow! There's a lot I didn't know about vomit. In a minute.,fearful,,,,,,
"So, what do you say, Joey? You get the whole set of encyclopedias for twelve hundred dollars, which works out to just 50 bucks a book!",happy,,,,,,
"Twelve hundred dollars? You think I have $1200? I'm home in the middle of the day, and I got patio furniture in my living room. I guess there's a few things you don't get from book learnin'.",neutral,,,,,,
"Well ah, what can you swing?",fearful,,,,,,
"How about zero down and zero a month for a long, long time?",fearful,,,,,,
"You don't have, anything?",fearful,,,,,,
"You wanna see what I got? Okay? I've got a baby Tootsie Roll, a movie stub, keys, a Kleenex, a rock, and an army man. Hey!",sad,,,,,,
"Okay, I-I get the picture. Uh, thanks, for your time.",sad,,,,,,
"And a 50. Huh, these must be Chandler's pants.",sad,,,,,,
"For 50 bucks, you can get one book! What will it be? A? B? C?",fearful,,,,,,
"Oh, I-I think I'm gonna stick with the V, I wanna see how this bad boy turns out.",happy,,,,,,
"I ah, will buy and wrap all of your Christmas gifts.",happy,,,,,,
No!,neutral,,,,,,
I ah... Oh! I'll squeeze you fresh orange juice every morning!,happy,,,,,,
With extra pulp?,happy,,,,,,
Yeah!!,happy,,,,,,
No!,neutral,,,,,,
D'oh!! I've got it!,happy,,,,,,
You don't have it.,happy,,,,,,
How do Monica and Phoebe know?,angry,,,,,,
"Oh, I called them. And when they ask me what I saw, I can be very generous or very stingy.",happy,,,,,,
Go on.,happy,,,,,,
I can make you a legend. I can make you this generation's Milton Berle.,happy,,,,,,
And Milton Berle has a...,happy,,,,,,
"Ohh, not compared to you.",happy,,,,,,
Well?,neutral,,,,,,
They're not even touching the lasagna!,angry,,,,,,
Really?!,neutral,,,,,,
"Oh, they love your casserole.",happy,,,,,,
Yes!!,happy,,,,,,
"Well, everyone seems to be enjoying your dish.",happy,,,,,,
And you?,fearful,,,,,,
I thought it was... quite tasty.,happy,,,,,,
"So if everyone liked it, and you liked it, that would make this a success. Which would make you...",happy,,,,,,
A bitch?,fearful,,,,,,
"Well, I was going for wrong, but we can use your word.",fearful,,,,,,
"Yes, well I was wrong, and I have to say you really impressed me today.",happy,,,,,,
Wow!,happy,,,,,,
"Umm, you might even say that she pulled a Monica. She doesn't know we switched it.",neutral,,,,,,
"And the next time you cater for me, there will be nothing but ice in the freezer.",neutral,,,,,,
"That really means a lot. Oh, and Mom, don't bite your nails.",happy,,,,,,
Hello.,happy,,,,,,
Hey!,neutral,,,,,,
"Hello, Chandler.",happy,,,,,,
I love you.,happy,,,,,,
Wh-what's going on?,happy,,,,,,
Oh.,neutral,,,,,,
No he doesn't!,happy,,,,,,
"Two hours, that lasted!",happy,,,,,,
So did you break up with Joanna?,sad,,,,,,
I think so.,fearful,,,,,,
"Well, it's good thing you got out when you did, before she blew up like that Vesuvius.",happy,,,,,,
The volcano?,fearful,,,,,,
"Yeah. And speaking of volcanoes, man are they a violent igneous rock formation.",fearful,,,,,,
What?!,happy,,,,,,
"Oh yeah, lava spewing, hot ash, of course some are dormant.",fearful,,,,,,
Why are you talking about volcanoes all of the sudden?,happy,,,,,,
"Well, we can talk about something else. What do you want to talk about? Vivisection? The Vasdeferens? The Vietnam War?",fearful,,,,,,
Oh! Did anybody see that-that documentary on the Korean War?,sad,,,,,,
"Oh, yeah. Yeah.",fearful,,,,,,
"Oh God, Korea is such a beautiful country.",neutral,,,,,,
With such a sad history.,fearful,,,,,,
Could there be more Kims?,fearful,,,,,,
Who's out there?,neutral,,,,,,
It's me! Good morning!,happy,,,,,,
"Rachel, could you come in here for a moment, please?",neutral,,,,,,
"Yeah, sure. Umm, they didn't have poppy seed bagels, so I... Oh my word!",fearful,,,,,,
I seem to have had a slight office mishap. Could you please get the key off the back of the door for me.,neutral,,,,,,
"Oh, yeah! Yeah!",neutral,,,,,,
You tell your friend Chandler that we're definately broken up this time.,happy,,,,,,
Okay.,neutral,,,,,,
"Hey! New wallet, huh?",happy,,,,,,
"Yeah, it was time. The old condom ring in the leather just doesn't say 'cool' anymore.",neutral,,,,,,
Rachel!,angry,,,,,,
What?,fearful,,,,,,
"Oh yeah, I know, but the garbage was full.",neutral,,,,,,
Have you ever taken out the trash?,angry,,,,,,
"Well, I thought you liked doing it.",angry,,,,,,
Third door on the left.,neutral,,,,,,
Right!,neutral,,,,,,
"Oh! Hey, Mr. Treeger.",happy,,,,,,
Hey.,happy,,,,,,
What are you doing?,happy,,,,,,
Ummm. Oh! I'm sorry. It's a little old but...,sad,,,,,,
No! You're clogging up the chute that I spent a half-hour unclogging!,sad,,,,,,
I'm sorry. I didn't-I don't come in here a lot.,sad,,,,,,
"Oh yeah, of course you don't!",neutral,,,,,,
No.,happy,,,,,,
I didn't... I never said that.,angry,,,,,,
"Okay, I'm sorry.",sad,,,,,,
God! If you're gonna cry about it!,sad,,,,,,
"Whoa-whoa, Treeger angrye you cry?",angry,,,,,,
"All right that's it, school is in session!",angry,,,,,,
My God! Is this a gym card?,happy,,,,,,
"Oh yeah, gym member. I try to go four times a week, but I've missed the last 1200 times.",sad,,,,,,
So why don't you quit?,neutral,,,,,,
Who is Maria?,neutral,,,,,,
"Oh Maria. You can't say no to her, she's like this lycra spandex covered gym...treat.",happy,,,,,,
You need me to go down there with you and hold your hand?,happy,,,,,,
No!,angry,,,,,,
So you're strong enough to face her on your own?,neutral,,,,,,
"Oh no, you'll have to come.",neutral,,,,,,
"Tribbiani! Hold on, I'll get the plunger.",neutral,,,,,,
And tell him what?,neutral,,,,,,
Yeah. Well maybe you have heard about the Rent Stabilization Act of 1968!,angry,,,,,,
I have actually not heard of that.,neutral,,,,,,
Why don't you tell me something I don't know!,angry,,,,,,
"Whoa-whoa-whoa, hey! Now remember what we talked about, you gotta be strong.",happy,,,,,,
Yes. Yes!,happy,,,,,,
"One more time, ""Hey, don't you want a washboard stomach and rock hard pecs?""",happy,,,,,,
No! I want a flabby gut and saggy man breasts!,happy,,,,,,
Good! That's good!,happy,,,,,,
Okay. I wanna quit the gym.,happy,,,,,,
You wanna quit?,sad,,,,,,
I wanna quit the gym.,happy,,,,,,
You do realize that you won't have access to our new full service Swedish spa.,sad,,,,,,
I wanna quit the gym.,happy,,,,,,
"Okay, Dave in the membership office, handles quitters. Uh, excuse me, are you a member?",neutral,,,,,,
Me? No.,neutral,,,,,,
"Sorry, members only.",neutral,,,,,,
I wanna quit the gym.,fearful,,,,,,
"It's okay man, be strong.",happy,,,,,,
"So, are you a member of any gym.",neutral,,,,,,
"No! And I'm not gonna be, so you can save you little speech.",happy,,,,,,
"Okay, no problem. Could you come here for a second?",neutral,,,,,,
"Hi, I'm Maria.",happy,,,,,,
"Wow, you have really pretty feet.",happy,,,,,,
These old things.,happy,,,,,,
"You mean the-Okay by siadic, you mean the towel covered portion.",neutral,,,,,,
Yeah.,neutral,,,,,,
"Oh, a 16-hour sit-in for Greenpeace.",neutral,,,,,,
Oh.,neutral,,,,,,
Ow! Did you just bite me?,fearful,,,,,,
No!,fearful,,,,,,
What?,neutral,,,,,,
You want me to kick you guys out instead?,happy,,,,,,
You have pets!,angry,,,,,,
"Noo-no-no, no, those are nicknames. I'm the chick and Chandler is the duck.",fearful,,,,,,
"Huh, I would've thought it was the other way around.",neutral,,,,,,
"Come on man, just-just let the girls stay, I'll do whatever you want.",fearful,,,,,,
Really? You'll do anything?,happy,,,,,,
"Yeah-yeah, absolutely.",fearful,,,,,,
"Yeah, I've got something you can do.",happy,,,,,,
"What, what is it?",fearful,,,,,,
Can you be my dancing partner?,fearful,,,,,,
"That's not, prison lingo, is it?",fearful,,,,,,
"All right, I'm here, let's ahh, get this over with.",happy,,,,,,
"Okay ahh, well, just ahh, follow my lead.",happy,,,,,,
"Whoa-whoa, don't we need to do some kinda preparation first? Like ahh, get really drunk?",fearful,,,,,,
Ahhhh! I'm sorry!,sad,,,,,,
"No, it's okay, but if I'm Marge, my breasts are coming out my back.",sad,,,,,,
"Ahh, forget it! I'll never be any good at this, my mom was right, I'm just a big potato with arms, and legs, and a head.",sad,,,,,,
"Come on man, you're not a potato.",happy,,,,,,
"I'm sure as hell a dancer, it's no use Marge will never go for me.",happy,,,,,,
Yeah!,happy,,,,,,
"Hey-hey, how goes the dancing? Gay yet?",neutral,,,,,,
"Ah-ha-ha, you guys owe me big time.",happy,,,,,,
What was that?,happy,,,,,,
What?,neutral,,,,,,
You just did a little dancy thing.,happy,,,,,,
No I didn't.,neutral,,,,,,
You are soo enjoying this.,happy,,,,,,
"No, I'm not! And it wasn't a hop it was a pademarie.",angry,,,,,,
You know the words! You are so into this!,happy,,,,,,
"Ooh, this is soo sweet, Joey our little twinkle-toes.",happy,,,,,,
All right.,happy,,,,,,
I don't know how to lead.,neutral,,,,,,
Hello.,neutral,,,,,,
Hi.,neutral,,,,,,
We'd like to close our accounts.,neutral,,,,,,
No-no.,neutral,,,,,,
"No, we'd just like to close them.",neutral,,,,,,
"Hi, I'm Karen.",neutral,,,,,,
I wanna quit the bank!,angry,,,,,,
Yeah! In... really long hour world.,happy,,,,,,
What?,angry,,,,,,
Really?!,happy,,,,,,
"Yeah, really.",happy,,,,,,
What?,angry,,,,,,
"Okay, quit down.",happy,,,,,,
"Yes, I will tell her.",happy,,,,,,
Hi!,neutral,,,,,,
Hi.,neutral,,,,,,
Oh my God! That's why I got up too!,happy,,,,,,
"You're kidding! Oh, I love him.",happy,,,,,,
Oh please!,fearful,,,,,,
"So ah, Joey tells me you two met in acting class.",neutral,,,,,,
"That's a good thing actually, because ah, he used to have me rehearse with him.",happy,,,,,,
Oh-oh-oh-oh!,happy,,,,,,
Is it on?,neutral,,,,,,
"No, but this wonder broom is amazing!",sad,,,,,,
Hey!,happy,,,,,,
Oh my God!,happy,,,,,,
Oh! It's on! It's on!,happy,,,,,,
There we go little fella.,happy,,,,,,
What about the duck?,happy,,,,,,
Well the duck can swim.,happy,,,,,,
"Oh, jeez.",happy,,,,,,
"My sticky shoes, my sticky-sticky shoes, why do you stick on me, ba-a-by! Thanks for the lights honey.",happy,,,,,,
"Way to go, Phoebe!",neutral,,,,,,
That cold makes you sound so great.,happy,,,,,,
"It's fun, God I love how sexy I am.",happy,,,,,,
"Oh, Kath, we should get going. We're going to by hamsters.",happy,,,,,,
"Ooh, that's great, I love those little guys.",happy,,,,,,
"Well, have fun!",neutral,,,,,,
Okay.,neutral,,,,,,
"Y'know what, I like Kathy.",happy,,,,,,
"Yeah, she's...",neutral,,,,,,
You love her.,neutral,,,,,,
"No, I don't.",neutral,,,,,,
"Yes, you do. Chandler loves Kathy.",neutral,,,,,,
"Come on, Pheebs lay off him.",angry,,,,,,
"Thank you, Ross.",neutral,,,,,,
All right.,neutral,,,,,,
Ohh!,neutral,,,,,,
All right.,neutral,,,,,,
Hi!,neutral,,,,,,
Hi!,happy,,,,,,
Hi Ben!,neutral,,,,,,
Wow! You-you look great!,happy,,,,,,
Thanks!,happy,,,,,,
Okay! Hey Tommy.,happy,,,,,,
I am so glad that you could come over tonight.,happy,,,,,,
"Oh no-no-no, it's my pleasure.",happy,,,,,,
What?,neutral,,,,,,
I-I-I...,happy,,,,,,
Who wants to make some long distance calls?,happy,,,,,,
Kathy! Kathy! Hi!! Kathy! Kathy! Kathy! Fetch! Fetch it! Kathy! Kathy! Kathy! Kathy! Kathy.,happy,,,,,,
"Hey, Chandler! What are you doing here?",neutral,,,,,,
"Oh, I just wanted to say, ""Hey!""",happy,,,,,,
Hey!,happy,,,,,,
Okay.,angry,,,,,,
Her date tipped me ten dollars.,sad,,,,,,
"Pheebs, what are you doing?",happy,,,,,,
"Okay, I wanna be sexy again so I'm trying to catch a cold. It should be easy, supposedly they're pretty common.",fearful,,,,,,
"Phoebe, you'll catch pneumonia.",fearful,,,,,,
Okay. You were right. I'm in love with Joey's girlfriend.,sad,,,,,,
What?!,fearful,,,,,,
Are you serious?,fearful,,,,,,
"Well, how-how-how is that possible? You barely know her!",fearful,,,,,,
"Oh gosh, Phoebe, I think I caught your cold.",sad,,,,,,
You mean you stole it! Don't cover your mouth when you do that!,angry,,,,,,
Hey.,happy,,,,,,
We were just talking about you.,happy,,,,,,
Really?!,happy,,,,,,
"Yeah-yeah, I told her about the time you got drunk and fell asleep with your head in the toilet.",happy,,,,,,
Right in there!,happy,,,,,,
"99...100! Ready or not, here I come! All right, let's go over the concept one more time.",happy,,,,,,
Hey!,happy,,,,,,
Hey!,happy,,,,,,
"Hey guys. Listen uh, you wanna get some dinner with me and Kathy tonight?",happy,,,,,,
"Ohh, umm, y'know what, I already ate.",neutral,,,,,,
It's 4:30.,neutral,,,,,,
"Okay, I see what's going on here.",angry,,,,,,
You-you do?,fearful,,,,,,
Yeah! You don't like Kathy.,angry,,,,,,
You got me.,neutral,,,,,,
Yeah. Right.,neutral,,,,,,
"Good, and hey! My treat. But that's only because you're not eating anything, right?",happy,,,,,,
Okay.,neutral,,,,,,
Ross isn't here.,neutral,,,,,,
Oh. Stop it!,fearful,,,,,,
"So I'll see you at the party? Beer's beer man, 24, 7!!",happy,,,,,,
Yeah! I am soo gonna marry that guy. Ohhh!,happy,,,,,,
What?,neutral,,,,,,
I think he's stealing from me.,fearful,,,,,,
Why?,neutral,,,,,,
Because he's stealing from me!,angry,,,,,,
"Hi! It's me. And soup. Hey, I just saw Josh, he looks so yummy in your leather jacket.",happy,,,,,,
Ughh!,angry,,,,,,
"Here, now I don't eat chicken, so it's just noodle soup. And there's no chicken in the broth either, so it's really just... noodle water.",happy,,,,,,
Thank you so much Phoebe.,happy,,,,,,
Sure.,happy,,,,,,
What are you doing with those?!,happy,,,,,,
"But, I need your germs! I want my cold back! I miss my sexy voice.",happy,,,,,,
"Sorry, Phoebe.",sad,,,,,,
It's okay. How's the soup?,neutral,,,,,,
Umm.,fearful,,,,,,
Ohhhh!! Gross!!,angry,,,,,,
"Ohh, God, guys, check it out, you can see that girl's underwear!",happy,,,,,,
Is she great or what?,happy,,,,,,
So? Huh? What do you think?,neutral,,,,,,
"Ohh, she's-she's not really my type.",neutral,,,,,,
Not your type?! She's gorgeous!,happy,,,,,,
"Uhh, no-no thanks.",happy,,,,,,
"Okay, I've got some ugly friends, and they're all available too.",happy,,,,,,
"Listen, I-I'm gonna grab a beer.",happy,,,,,,
I'll be right back. What was that?,happy,,,,,,
What?,neutral,,,,,,
"Hey, look, what do you want from me?",happy,,,,,,
I am pretending.,neutral,,,,,,
"Well then, do it better!",neutral,,,,,,
"Well, that's pretty good. But you might wanna tone it down a little.",neutral,,,,,,
"No, sorry.",fearful,,,,,,
Well where's Amanda?,happy,,,,,,
"Hey Rach, could you get me some cough drops?",sad,,,,,,
"Ross, cough drops, please?",sad,,,,,,
At least I know she's not going out with me to get into R rated movies.,angry,,,,,,
You have nothing! You're not even going out! You're her baby sitter! You have a 12-year-old girl's job!,angry,,,,,,
"Ohh, that is soo sad.",happy,,,,,,
"And what are you laughing at, Miss `My-keg-sucking-boyfriend-is-stealing-from-me!'",angry,,,,,,
"That's mine!! Now, would you both please start acting like adults? And get me my cough drops!",angry,,,,,,
Fine.,neutral,,,,,,
Sorry.,fearful,,,,,,
Here. At least I angrye ten bucks in my relationship.,happy,,,,,,
Y'know...,happy,,,,,,
And I'm still waiting for my paper mache man. Thank you my babies.,happy,,,,,,
Rachel?,fearful,,,,,,
Yeah.,neutral,,,,,,
No!,neutral,,,,,,
Okay.,fearful,,,,,,
"So umm, are we cool?",happy,,,,,,
Okay.,fearful,,,,,,
I knew you'd understand.,angry,,,,,,
"Y'know if we ever go to war and you're captured, you're in for a big surprise.",happy,,,,,,
Wow! Could everyone totally see up his robe?,happy,,,,,,
Yeah! Oh my God!,happy,,,,,,
Here you go.,neutral,,,,,,
"Great! All right, so I'll call you later.",happy,,,,,,
Great!,happy,,,,,,
Hey-Hey-Hey! Who was that?,happy,,,,,,
That would be Casey. We're going out tonight.,happy,,,,,,
What?,fearful,,,,,,
Yeah-yeah. And the craziest thing is that I just ate a whole pizza by myself!,happy,,,,,,
Wait! You're going out with Kathy!,angry,,,,,,
Yeah. Why are you getting so upset?,happy,,,,,,
What is the big deal? It's not like we're exclusive.,happy,,,,,,
You got all that from the back of her head?,fearful,,,,,,
Who's Elaine?,happy,,,,,,
"No-no-no-no, this is bad! It's bad! This is bad!",sad,,,,,,
Horrible!,fearful,,,,,,
"Wait the uh, the kiss or the situation?",fearful,,,,,,
"No-no-no, the kiss was good.",happy,,,,,,
Okay!,happy,,,,,,
"No, but that's bad!",sad,,,,,,
What?!,neutral,,,,,,
"Okay, we-we swallow our feelings. Even if it means we're unhappy forever. Sound good?",sad,,,,,,
Can you really do that?,fearful,,,,,,
"I have to; he's my best friend, and you're seeing him.",fearful,,,,,,
"Chandler, I like Joey a lot, but with you...",sad,,,,,,
"Oh-no-no-no! Don't! Don't! See-see, you're getting me confused, I'm starting to urn.",neutral,,,,,,
"I'm sorry. If you wanna pretend that nothing happened, I can try.",neutral,,,,,,
I-I think we have too.,fearful,,,,,,
Okay. Bye.,happy,,,,,,
Bye. Are you still out there?,neutral,,,,,,
No.,fearful,,,,,,
Electrifying. Emphatic time-time-time...,neutral,,,,,,
"Y'know, there's a Starbucks about three blocks down.",happy,,,,,,
It's so inspired! Look at him! Look at him go!,happy,,,,,,
Thank you guys-guys-guys...,neutral,,,,,,
"Hey, aren't you up next?",happy,,,,,,
"Oh no, I'm not playing tonight.",sad,,,,,,
Why not?,neutral,,,,,,
"Phoebe, Ross sucks!",happy,,,,,,
"Phoebe, the place has emptied because of him.",happy,,,,,,
"Oh my God, he's not even appreciated in his own time. I would give anything to not be appreciated in my own time!",happy,,,,,,
"Okay. Umm, Phoebe, you suck too.",happy,,,,,,
"Yeah, Phoebe you're... awful!",happy,,,,,,
You guys. You suck too.,happy,,,,,,
Aww man! I can't believe I locked myself out again!,angry,,,,,,
Hang on buddy!,happy,,,,,,
Oh my God! What happened here? Did you do all this?,fearful,,,,,,
I sure did.,happy,,,,,,
Why?,fearful,,,,,,
"Well, you're amazing.",happy,,,,,,
Oh no-no-no. This is amazing.,happy,,,,,,
"Well, y'know I'm 29. I mean who needs a savings account.",neutral,,,,,,
"Oh, you are the best friends anyone has ever had.",happy,,,,,,
"Oh, I don't know.",neutral,,,,,,
You mean with Casey.,neutral,,,,,,
Or Casey.,happy,,,,,,
"No-no, Kathy.",neutral,,,,,,
Could be Casey.,happy,,,,,,
"No. No, Kathy.",happy,,,,,,
Consider Casey.,happy,,,,,,
That all the pieces of my life are falling right into place!,happy,,,,,,
Hey!,happy,,,,,,
"Hey! You were really great! You were really, really great!",happy,,,,,,
"Well, kinda. Yeah. Yeah.",happy,,,,,,
Pheebs...,happy,,,,,,
"See but, Pheebs that-that is the exact opposite intent of my music. Y'know my music is-is meant to inspire, and if it bothers you this much, then I... I won't play anymore.",sad,,,,,,
"Oh no. No-no-no, don't do that! How could I live with myself if I knew I was depriving the world of your music.",sad,,,,,,
"Yeah, okay.",neutral,,,,,,
Hey Chandler! Saw the new furniture. Very nice.,happy,,,,,,
Yeah! Joey has the best boyfriend ever!,happy,,,,,,
I kissed Kathy.,happy,,,,,,
What?,happy,,,,,,
Are you serious?,fearful,,,,,,
Does Joey know?,happy,,,,,,
You obviously haven't screwed over a lot of your friends. Which we all appreciate.,neutral,,,,,,
"Oh, don't say that! Don't say that. That's not true. Is it?",sad,,,,,,
"I think maybe, yeah.",sad,,,,,,
He loves you.,happy,,,,,,
Then why didn't you tell me to do that?!!,fearful,,,,,,
"Well, I said-I said something to Phoebe.",sad,,,,,,
"I know, I remember that!",happy,,,,,,
I remember you did.,happy,,,,,,
God!! What am I gonna do?!,happy,,,,,,
"Well, Chandler, you're gonna have to tell him.",happy,,,,,,
Why?! Why do I have to tell him?!,happy,,,,,,
Because you do.,happy,,,,,,
"Yeah, I know.",neutral,,,,,,
"Oh my God, he's lost it. He's totally lost it.",fearful,,,,,,
What?,neutral,,,,,,
"Thank you, thanks. Yeah, I lost it. Y'know, I'm not gonna play anymore, would you, can you finish my set?",fearful,,,,,,
"After that? Yeah! No, I mean if I can help.",neutral,,,,,,
"Yeah, like I could lose it.",neutral,,,,,,
What?,neutral,,,,,,
I played bad on purpose guys.,happy,,,,,,
"Okay, so you were trying to play bad this whole time.",neutral,,,,,,
"Yeah-no, just that last song.",neutral,,,,,,
Hello.,neutral,,,,,,
Hello.,neutral,,,,,,
"Look I never should have kissed your girlfriend, but I'm...",angry,,,,,,
Stop callin'!!,angry,,,,,,
"Hey! Hey! Hey! This is 92.3, WXRK, K-Rock for our $1,000 daily challenge.",neutral,,,,,,
All right!,neutral,,,,,,
"What is the name of your roommate who is very, very sorry and would do anything...",angry,,,,,,
Hey!,neutral,,,,,,
Hey!,neutral,,,,,,
What are you doing?,neutral,,,,,,
I'm sending back all this stuff that Chandler bought out of guilt.,fearful,,,,,,
Everything? Even the TV?,happy,,,,,,
No! I'm putting that in my room.,happy,,,,,,
"Listen, Joey, I know what he did was wrong but don't you think you could at least hear the guy out?",neutral,,,,,,
"Back when you and Rachel were together, if Chandler had kissed her, would you hear him out?",neutral,,,,,,
"That's a good point. So uh, how long are you gonna punish him?",neutral,,,,,,
Five years.,neutral,,,,,,
You've sentenced him?!,fearful,,,,,,
Hey! Don't do the crime if you can't do the time.,happy,,,,,,
"Joey, the guy's your best friend.",happy,,,,,,
"No, was my best friend. Anyway, I don't know why you're pushing for him so hard. With him out of the way as my best friend, there's a spot open.",happy,,,,,,
"Oh, who? Me?",happy,,,,,,
Yeah!,happy,,,,,,
Wow! I'm honored! And y'know what I'm gonna do as my first act as your best friend?,happy,,,,,,
What?,happy,,,,,,
I'm gonna get you to talk to Chandler.,happy,,,,,,
All right. But if you weren't my best friend.,sad,,,,,,
"Oh my God, is it really that bad?",happy,,,,,,
"I walk into a room and he won't even talk to me, he just mumbles something in Italian. And I know he only knows the bad words.",sad,,,,,,
"Hey Gunther, have you uh, have you seen Chandler?",neutral,,,,,,
"I thought you were Chandler. But umm, one of who is over there.",neutral,,,,,,
Oh.,neutral,,,,,,
Hey Joe.,neutral,,,,,,
"I'll be right with you. Okay? Thanks, Wendy.",happy,,,,,,
Oh my God! How cute is the on-call doctor?,happy,,,,,,
"Ooh, so cute, that I'm thinking about jamming this pen in my eye.",happy,,,,,,
Dr. Burke will see you know.,happy,,,,,,
"Oh no-no-no, not Dr. Burke. Dr. Burke is out of town. The-the on-call doctor will see me now.",neutral,,,,,,
"Dr. Richard Burke is out of town. Dr. Timothy Burke, his son, will see you now.",happy,,,,,,
Ready?,happy,,,,,,
Hey! I'm sorry! That- where are you going?,fearful,,,,,,
My folks.,happy,,,,,,
"Oh, uh, when-when are you coming back?",fearful,,,,,,
I don't know. I might stay there for a few days while I look for an apartment.,happy,,,,,,
What?!,fearful,,,,,,
"Yeah, y'know at first I thought we could talk about this y'know, work it out, but uh, seeing you two together I don't think I...",sad,,,,,,
"Hey, look, what do you want me to say? Do you want me to say that I'll stop seeing her?",fearful,,,,,,
"Hey, look, I know what it is to be a friend, I just-I just screwed up!",sad,,,,,,
Yeah! You did! And that's why I'm leaving.,angry,,,,,,
What?,angry,,,,,,
"All right, wait! Come on! Just wait one second! There has to be something that I can do! Something! If we still had that entertainment unit I would get in it for six hours and think about how I let you down. What?",sad,,,,,,
We've got a box.,happy,,,,,,
"Last time I saw you, it was the morning I left for college. And you were just standing outside The Dairy Queen.",neutral,,,,,,
I was probably waiting for it to open.,neutral,,,,,,
"I gotta tell you, you look great now.",happy,,,,,,
You look great too.,happy,,,,,,
You're an excellent patient!,happy,,,,,,
So how does it look?,neutral,,,,,,
Like a pirate?!,fearful,,,,,,
If that helps you.,neutral,,,,,,
"Umm, so how long have you been working with your dad? Come on, one of us had to mention him.",neutral,,,,,,
I moved back here a couple of months ago.,neutral,,,,,,
Oh. Big family dinner tonight?,neutral,,,,,,
Uh.,neutral,,,,,,
No way!,fearful,,,,,,
I was gonna have Thanksgiving at my girlfriend's.,neutral,,,,,,
Oh.,sad,,,,,,
But we broke up.,neutral,,,,,,
Oh.,happy,,,,,,
She-she wasn't ready for a serious commitment.,sad,,,,,,
You're not wearing the patch yet.,neutral,,,,,,
I know.,neutral,,,,,,
"Oh, he sees her!",happy,,,,,,
"Oh, he's catching up to her!",happy,,,,,,
"Oh, she sees him! Oh, they're hugging!",happy,,,,,,
He's taking her purse!,fearful,,,,,,
"Uhh, that's not them. I'm gonna go call the police.",fearful,,,,,,
"Oh, there they are!",happy,,,,,,
"All right, get a room.",neutral,,,,,,
Okay!,neutral,,,,,,
"Come on, no peeking!",happy,,,,,,
"Okayyyyy, open up!",happy,,,,,,
What did you want to show us? Because all I can see is this bitchin' van!,happy,,,,,,
"Yeah, it's for our catering business!",happy,,,,,,
I think I know that girl.,neutral,,,,,,
"All right, umm, we're not gonna really keep it this way though.",neutral,,,,,,
No?,neutral,,,,,,
Oh!,sad,,,,,,
"And also, we don't know what to do with this.",happy,,,,,,
"Oh yeah, I definitely know her.",happy,,,,,,
"Oh, uh, Joanna I was wondering if I could ask you something. There's an opening for an assistant buyer in Junior Miss...",happy,,,,,,
"Okay, but that would actually be a big step down for me.",happy,,,,,,
"Well, actually, I meant for me. The hiring committee is meeting people all day and...",happy,,,,,,
"Oh. Well, I wish I could say no, but you can't stay my assistant forever. Neither can you Sophie, but for different reasons.",happy,,,,,,
"Really? Well, in that case...",fearful,,,,,,
And that's I'm so glad... there's no problem.,fearful,,,,,,
"That's fine, actually I'm on the hiring committee, so there'll be at least one friendly face.",happy,,,,,,
Ohh! That's great!,happy,,,,,,
"You know, Junior Miss is where I started. Oh, I had to sleep with the ugliest guy to get that job.",happy,,,,,,
Really?!,fearful,,,,,,
"Well, I, umm...",happy,,,,,,
"Kidding! God, I feel wild today!",happy,,,,,,
Oh man! I am so excited-I may vomit!,happy,,,,,,
"Will you calm down, he's just a human guy.",happy,,,,,,
Really?!,happy,,,,,,
"Oh yeah, it's beautiful country up there.",happy,,,,,,
"Hey! Okay! I got my passport, fresh socks, and a snake bite kit!",happy,,,,,,
It's not gonna be exactly like last time.,happy,,,,,,
"All right, I'll see you guys.",happy,,,,,,
Whoa-whoa-whoa!,happy,,,,,,
Whoa-wh-wh-whoa-whoa-whoa-whoa!,fearful,,,,,,
Somewhere maybe along the equator?,happy,,,,,,
Okay.,happy,,,,,,
"Hello. It's Gandolf!!! So, are you in town? Oh, well, well maybe next time then.",sad,,,,,,
What happened?,happy,,,,,,
"He's not gonna make it, he's stuck in Chicago.",sad,,,,,,
"Ohh, man! Chicago, is sooo lucky!",happy,,,,,,
"Stupid, useless Canadian money!",angry,,,,,,
"You have a very impressive resume, Ms. Green. I especially like what I see here about implementing a new filing system.",happy,,,,,,
Thank you.,happy,,,,,,
Filing system? Oh-oh! You mean those-those little colored labels you put on all the folders? It certainly did brighten up the inside of the filing cabinets.,happy,,,,,,
"Well, they uh, they-they do more than that.",angry,,,,,,
I notice that you've been trusted with a lot of rather important responsibilities.,happy,,,,,,
"Yes, Joanna really has been an incredible mentor to me.",happy,,,,,,
Oh. And Rachel has been really incredible in getting my morning bagel for me. It's amazing how she gets it right almost every time!,happy,,,,,,
"I-I-I of course, I have more responsibilities than that.",angry,,,,,,
