Utterance,Emotion
Yeah. What is that?,neutral
"Well, I don’t know. I think it does something to salami.",sad
Hey! How’d it go?,sad
Yeah. What-what did Tag say?,neutral
Listen I uh…  It’s a scary world out there especially if you’re a single mom.,fearful
"Y’know, I always felt like you and I have this-this special bond.",neutral
"So,  Rachel Green will you marry me?",happy
Yeah. What-what did Tag say?,neutral
Tag is not the father! And Joey knows now?,sad
"I do Rach. I do, and I so happy for you.",happy
"Oh wow, you didn’t even try to unhook my bra!",surprised
"No, I will. I’m just not up for it tonight.",neutral
"Hey Rach listen, no matter what this guy says I want you to know you’re not gonna be alone in this.",happy
I’m not?,surprised
Listen I uh…  It’s a scary world out there especially if you’re a single mom.,fearful
"Y’know, I always felt like you and I have this-this special bond.",neutral
"So,  Rachel Green will you marry me?",happy
"Oh wow, you didn’t even try to unhook my bra!",surprised
So are you ever gonna tell whoever it is?,neutral
"No, I will. I’m just not up for it tonight.",neutral
Thank you.,neutral
If I can’t have it you can’t have it!,angry
"I can’t believe her, y’know it’s just—it’s so typical.",disgusted
"Now Monica, I know you’re upset, but don’t forget.",neutral
"There is going to be a wedding, you are going to throw the bouquet, and",neutral
Paris?,neutral
We will take a moonlit walk on the Rue de la .,neutral
Keep talking.,neutral
"Then we will sprinkle rose pedals on the bed and make love. Not just because it’s romantic, but because I can!",happy
I love you!,happy
Yes!,happy
I win again!,happy
Ha-ha!,happy
That’s like 500 bucks you owe me!,happy
Whoo-ho-hoo!,happy
$500 that is a loooot of electricity!,happy
Whoo-ho-ho!,happy
I gotta buy some food.,neutral
"Okay, give me a chance to win my money back. Okay? Sudden death, one goal, $1,000.",neutral
You serious?,surprised
Oh yes!,angry
"Okay, get ready to owe me!",happy
Okay.,neutral
"Okay, here we go. Ready?",neutral
No! No! No! No——one can beat me.,angry
"See? Now, that’s why only the little fake men are supposed to do all the kicking.",fearful
Who is that?!,surprised
"Don’t worry, I’m brave!",sad
I am brave!,fearful
I…I am brave!,fearful
No-no-no-no!!,fearful
Can you tell me who is there please?,neutral
Oh please!  Did you hear that? Little drops of heaven.,happy
4:00 A.M.,neutral
"I am sorry, but some of us have to",neutral
"Umm, listen I am sorry, but I’ll put some out first thing in the morning.",sad
"Don’t worry, I’m brave!",sad
I am brave!,fearful
I…I am brave!,fearful
No-no-no-no!!,fearful
Can you tell me who is there please?,neutral
Hi!,happy
4:00 A.M.,neutral
"So, can I get some candy?",neutral
"I am sorry, but some of us have to",neutral
Mm! Seems like I would’ve remembered you!,surprised
Mm! Night Gar’!,neutral
Hi!,happy
Hi. Do you know what time it is?,neutral
It’s candy time! My roommate says that they taste like little drops of heaven.,happy
Oh please!  Did you hear that? Little drops of heaven.,happy
"Umm, listen I am sorry, but I’ll put some out first thing in the morning.",sad
"Well okay, I’ll swing by later. Do you live in this building?",neutral
Um-hmm.,neutral
Mm! Seems like I would’ve remembered you!,surprised
Aaron! You gotta let me go. The guy’s hammered!,happy
"I’m sorry Joey, as long as he’s here and he’s conscious we’re still shooting.",neutral
"I’m sorry Joey, as long as he’s here and he’s conscious we’re still shooting.",neutral
You wouldn’t happen to have a very big fork?,neutral
You wouldn’t happen to have a very big fork?,neutral
"So I uh, I just talked to the director. That’s it, we’re done for the day.",neutral
Well have we finished the scene?,surprised
Yeah! You…you were wonderful.,happy
As were you.,neutral
"So I got your car, it’s right outside.",neutral
"Oh, thank you. You’re welcome.",happy
No-no-no! We gotta go! Come on!  Here we go.,fearful
Is that my ass?,happy
What about these? These look the same?,neutral
Definitely!,happy
Not as each other!,neutral
"Oh, then no.",neutral
"Oh, then no.",neutral
Hey!,happy
Hey!,happy
Hi!,angry
You look amazing. I'm the luckiest man in the world.,happy
"Ohh, you're about to get a little luckier.",happy
Let me see the earrings.,neutral
"Oh, honey, the earrings",neutral
They look great! Does your boyfriend have the best taste or what?,happy
My boyfriend really does have good taste!,happy
Thanks for picking out the earrings man.,neutral
Thanks for picking out the earrings man.,neutral
Mm-Hm,neutral
"I know that there’s no hole there, I just really liked that picture.",neutral
Oh my God! Look at this!,surprised
"Okay, but there",neutral
I don’t care! The wires have come loose in your head!,angry
I just thought that if I could follow the wire I could find out what it did.,neutral
And did you?!,sad
"No. It disappears back there behind that baseboard. For a minute there, I thought it went downstairs.",neutral
But it didn’t. Say hello to Mrs. Chatracus.,neutral
Oh my God.,surprised
Oh my God.,surprised
Hello darling.,neutral
"Hello, Mrs. Chatracus.",neutral
"Okay, is everybody clear? We’re gonna pick it up…and move it. Now all we need is teamwork, okay? We’re gonna",neutral
"Ross, I really don’t think",neutral
Lift!! And slide!,happy
Lift!! And slide!,happy
"Okay, here we go.",neutral
"All right everyone, lift!  And slide!!",happy
"All right Carl, we’re next. Now remember, what is not gonna be?",neutral
Another,neutral
That’s right! And what are you not gonna do?,neutral
"Well, I’m not gonna talk because",neutral
"I mean, I realize that his feelings may never completely go away, but",sad
"Oh?my Gawd, I-I understand.",sad
"I-I am so sorry, I’ll go.",sad
"Good-bye Monica , I wish you a lifetime of happiness with him.",sad
"Chandler,  you call me when this goes in the pooper.",neutral
I found my identical hand twin!,happy
"Ohh, you are",neutral
Would you stop that!,angry
Do you wanna know the first thing she said when she came back from her lunch with Richard?,neutral
She didn't feel anything for him.,neutral
She loves you!,sad
"Ohh, you are",neutral
No!,neutral
But she just came up here!,surprised
That was Joey!,neutral
I wonder where she is. That is so weird.,neutral
"Yeah, well, she's probably talking to Richard.",neutral
Would you stop that!,angry
Do you wanna know the first thing she said when she came back from her lunch with Richard?,neutral
She didn't feel anything for him.,neutral
She loves you!,sad
Really?,surprised
"Yes! Now, she feels terrible! She really wants to make up! You gotta find her.",angry
Okay.,neutral
Good.  I should really start wearing hats!,neutral
"I mean, why should I let them meet him?",neutral
"I mean, I bring a guy home, and within five minutes they're all over him.",disgusted
"I mean, they're like- coyotes, picking off the weak members of the herd.",happy
Listen.,neutral
"As someone who's seen more than her fair share of bad beef, I'll tell you: that is not such a terrible thing.",neutral
"I mean, they're your friends, they're just looking out after you.",neutral
"I know. I just wish that once, I'd bring a guy home that they actually liked.",sad
"Well, you do realise the odds of that happening are a little slimmer if they never get to meet the guy..",neutral
No-no-no-no.  Hey!,surprised
"Anyway, I should go. Okay, bye.",neutral
"Anyway, I should go. Okay, bye.",neutral
Hey sweetie.,neutral
Hey sweetie.,neutral
"Hi sweetie. So, what was with all the whispering?",neutral
I can’t tell you. It’s a secret.,neutral
Secret? Married people aren’t supposed to have secrets between one another. We have too much love and respect for one another.,angry
Awww.  But still no.,neutral
"No I’m serious, we should tell each other",neutral
"Really? Okay, so why don’t you tell me what happened to Ross Junior year at",neutral
"Oh no-no, I can’t do that.",fearful
"If you tell me, I’ll tell you what Phoebe said.",neutral
Okay.,neutral
Okay.,neutral
"So, Ross and I are going to",neutral
Oh my God. He threw up?,disgusted
"No, he visited a little town south of throw up.  So what was Phoebe’s secret?",neutral
"Oh, Nancy Thompson from Phoebe’s old massage place is getting fired.",neutral
That’s it?! I gave up my,happy
That’s right! You lose sucker!!  Please still marry me.,happy
Oh hey! How was your audition?,happy
"I’m sorry, do I know you?",neutral
What are you doing?,neutral
"Nothing, I’m just practicing blowing you off because I’m gonna be a big movie star!",surprised
Oh! You got it?!,sad
"Well no, not yet. But the audition went really good.",happy
"Oh, it’s this big budget period movie about these three Italian brothers who come to America around the turn of the century.",neutral
It’s really classy!,happy
"Oh, and the director is supposed to be the next next Martin Scorcese.",happy
The next next?,neutral
"Yeah, there’s this guy from Chicago who’s supposed to be the next Martin Scorcese, all right?",neutral
But then this guy’s right after him.,neutral
Hello!,happy
They loved me!,happy
Oh my God!,happy
"Are you kidding me? I never rent a movie without it!  Oh.  Uh, okay uh let me call you back.",surprised
What’s the matter?,neutral
They want me to be totally naked in the movie!,surprised
I know! My grandmother’s gonna see this!,happy
Grandma’s gonna have to get in line.,happy
"Well no, not yet. But the audition went really good.",happy
What was it for?,neutral
"Oh, it’s this big budget period movie about these three Italian brothers who come to America around the turn of the century.",neutral
It’s really classy!,happy
"Oh, and the director is supposed to be the next next Martin Scorcese.",happy
"Yeah, there’s this guy from Chicago who’s supposed to be the next Martin Scorcese, all right?",neutral
But then this guy’s right after him.,neutral
Hello!,happy
They loved me!,happy
Oh my God!,happy
"Are you kidding me? I never rent a movie without it!  Oh.  Uh, okay uh let me call you back.",surprised
They want me to be totally naked in the movie!,surprised
Wow!,surprised
I know! My grandmother’s gonna see this!,happy
Oh please! It was such a big class! You never even noticed me!,happy
"What? Of course I did! You uh, you sat next to Sleepy Sleeperson.",surprised
Who?,neutral
"Oh uh, I had trouble remembering everyone’s name, so I-I kinda came up with nicknames.",neutral
Like the guy on the other side of you was Smelly von Brownshirt.,neutral
"Oh yeah. So umm, did you have a nickname for me?",neutral
"Umm, no. No.",neutral
Yes you did! What was it?,surprised
"Umm, it’s Cutie McPretty.",neutral
Ohh that’s so sweet!,happy
"Listen, I gotta tell ya, I-I’m having a great time!",happy
"Y’know how before you said it might be weird, the whole student teacher thing, and to be frank I thought it would be too, but it’s not.",surprised
I mean it’s not at all.,neutral
"Oh uh, I had trouble remembering everyone’s name, so I-I kinda came up with nicknames.",neutral
Like the guy on the other side of you was Smelly von Brownshirt.,neutral
"Listen, I gotta tell ya, I-I’m having a great time!",happy
"Y’know how before you said it might be weird, the whole student teacher thing, and to be frank I thought it would be too, but it’s not.",surprised
I mean it’s not at all.,neutral
Dr. Geller!,happy
Burt!,happy
"Okay, so we got some more good rejections, lots of stuff to work on.",neutral
"Okay, shoot.",neutral
"Okay, um, oh, the zoo commercial.",neutral
I didn't get it?,neutral
"No. They said you 'Weren't believable as a human being.' So, you can work on that.",happy
"Okay, what else?",neutral
"Um, the off-Broadway play people said 'You were pretty but dumb.'",neutral
Oh.,sad
"Oh no wait, I'm sorry, that's 'pretty dumb.'",neutral
Hey.,neutral
How's the maniac?,neutral
How's the maniac?,neutral
"Oh, well he's yummy. We did a little kissin'.",happy
"Look, he gave me his night vision goggles and everything.",happy
You're taking the word of a guy who has night vision goggles?,surprised
"What, he's not still following her. Do you think he is still following her?",surprised
"Oh, well he's yummy. We did a little kissin'.",happy
"Phoebe, what are you doing?",surprised
"Oh, no, no, no, no. You know what, he's not into that stuff anymore. He quit for me.",neutral
"Pheebs, this guy has been obsessed with your sister, for God knows how long, okay, you don't just give up something like that.",disgusted
"Look, he gave me his night vision goggles and everything.",happy
"What, he's not still following her. Do you think he is still following her?",surprised
"Pheebs, wake up and smell the restraining order.",disgusted
What are you saying I should do?,neutral
What are you saying I should do?,neutral
"I think, that if you really like this guy, you should just trust him.",neutral
"Thank you, Monica.",happy
"Thank you, Monica.",happy
"Orrr, you could follow him and see where he goes.",neutral
"Orrr, you could follow him and see where he goes.",neutral
"Oh, that's what I would do, forget mine.",surprised
Hey guys check it out! My mom sent me the paper!,happy
"Ooh, let’s see it!",happy
She’s not crazy is she?,surprised
No.,neutral
"So uh, how you doin’?",neutral
There he is!,happy
There’s our star!,happy
There’s our star!,happy
"So, so, what’d ya think?",neutral
"So, so, what’d ya think?",neutral
Almost as good as that play with the two naked girls on the see-saw.,happy
I-I wasn’t in that.,sad
"Wow, I have the spirit of an old Indian women living in mine.",neutral
So then you know?,happy
"The mailman was downstairs, so I brought up your mail.",neutral
"Oh, good. Thanks.",neutral
Now what is Fabutec?,neutral
"Okay, all right don’t judge me to much.",fearful
Okay?,neutral
"Um, but I saw this info-mercial, and um, I swear to you I have never-ever bought anything on TV before, except for this mop.",neutral
"But there was this stuff on leg waxing, it just, it looked so amazing....",happy
"Oh, it’s incredible! I so want to be a Waxine girl.",happy
I know!!,happy
God. Do think it really doesn’t hurt? ‘Cause how can they do that?,fearful
Hello! Organic substances recently discovered in the depths of the rain forest!,happy
They have the best stuff in there.,neutral
"Comin' through. Move, move.",angry
"Oh, 'scuse me. I was kinda using that machine.",happy
"Yeah, well, now you're kinda not.",disgusted
But I saved it. I put my basket on top.,angry
"Oh, I'm sorry, is that your basket? It's really pretty. Unfortunately, I don't see suds.",angry
What?,surprised
"No suds, no save. Ok?",angry
"No suds, no save. Ok?",angry
What's goin' on?,neutral
"No suds? Excuse me, hold on a second.  That's my friend's machine.",angry
"Hey, hey, hey, her stuff wasn't in it.",neutral
"Hey, hey, hey, that's not the rule and you know it.",angry
What's goin' on?,neutral
"Hi, uh, nothing. That horrible woman just took my machine.",disgusted
Was your basket on top?,neutral
"Yeah, but, there were no suds.",neutral
So?,neutral
"Well, you know, no suds, no save.",neutral
"No suds? Excuse me, hold on a second.  That's my friend's machine.",angry
Cause it's good money! But that doesn't change the fact that    this is an evil blood sucking corporate machine!,angry
"Well, I think this is a great place to work!",happy
"Ok, are they listening?",angry
Ross do you realise this is the first time in my life I’m doing something I actually care about.,angry
This is the first time in my life I’m doing something that I’m actually good at.,angry
I mean.,neutral
if you don’t get that...,angry
"No, hey, I get that, okay, I get that big time.",angry
"And I’m happy for ya, but I’m tired of having a relationship with your answering machine!",angry
"Okay, I don’t know what to do anymore.",sad
Well neither do I!,happy
Hey!,angry
"I’m sorry I’m late, did I miss anything?",neutral
Joey stuffing 15,neutral
15?  Your personal best! (Ross takes an,surprised
Where were you?,neutral
"Oh, on a date. Yeah, I met this girl on the train going to a museum upstate.",neutral
"Oh, which museum?",neutral
"No, answer his.",neutral
"Okay, it was just me and her at the back of the train, and I sat near the door, so she’d have to pass by me if she wanted to switch cars.",happy
She was totally at my mercy.,happy
"No, I’m getting back down ‘cause she lives in Poughkeepsie.",neutral
"She seems really great, but she’s like totally great, but she lives two and a half hours away.",happy
Hey!,angry
"I’m sorry I’m late, did I miss anything?",neutral
"Oh, on a date. Yeah, I met this girl on the train going to a museum upstate.",neutral
"Oh, yeah! How did you meet her?",surprised
"Okay, it was just me and her at the back of the train, and I sat near the door, so she’d have to pass by me if she wanted to switch cars.",happy
She was totally at my mercy.,happy
Were you so late because you were burring this woman?,sad
"No, I’m getting back down ‘cause she lives in Poughkeepsie.",neutral
"She seems really great, but she’s like totally great, but she lives two and a half hours away.",happy
How can she be great if she’s from Poughkeepsie?  That joke would’ve killed in Albany.,angry
"Oh, yeah! How did you meet her?",surprised
"Oh, which museum?",neutral
"No, answer his.",neutral
How can she be great if she’s from Poughkeepsie?  That joke would’ve killed in Albany.,angry
"Done! I did it! Heh, who’s stupid now?",happy
"No, there is no way! It can",happy
Why is your family,neutral
He cannot play at our wedding!,angry
I mean everyone will leave!,angry
"I mean come on, that is just noise!",angry
It’s not even a song!,angry
"If you listen very carefully, I think its",neutral
"Oh, I want to look too! . Yikes!",surprised
"So do you think that these pictures—Are, are they trying to tell a story?",neutral
"Well, she’s not going to find them lying in the grass like that.",neutral
"Oh, yeah. Aw, remember the days when you used to go out to the barn, lift up your shirt, and bend over?",happy
Yeah.,neutral
Me neither.,neutral
Rachel.,neutral
What?!,surprised
I don’t know.  Me neither.,neutral
"So do you think that these pictures—Are, are they trying to tell a story?",neutral
"Oh, yeah, sure.",neutral
"I mean, like in the case of this young woman, she has lost her clothes, so she rides naked on the horse, she’s crying out, ‘Where are they, where are they?’",neutral
"Well, she’s not going to find them lying in the grass like that.",neutral
Yeah.,neutral
"You see, now, I would date this girl.",neutral
"She’s cute, she’s outdoorsy, you know, and she knows how to build a fire.",neutral
"I mean, that’s got to come in handy",neutral
"Okay, I’ve got a question. If you had to pick one of us to date, who would it be?",neutral
I don’t know.,neutral
Me neither.,neutral
"Look, I wanted to tell I’m-I’m sorry you lost.",sad
"Listen, I’ve got a secret for ya. I let him win.",neutral
Is that a secret or a lie.,angry
"No, I let him win—Ross!",neutral
I am strong! I’ll show you!,angry
Chandler please!,disgusted
Oh what’s the matter? Are you scared?,angry
Let’s go big bunny!,angry
Okay. 1…2…3—Go!   I’m gonna kill myself!,neutral
"No, I let him win—Ross!",neutral
Yeah?,surprised
Would you tell her I let you win please?,angry
Oh. Yeah.  Uh Chandler,neutral
I am strong! I’ll show you!,angry
"Hey Ross, is uh, is Staten Island really an island?",neutral
"Uh-huh, that's why they call it Staten",surprised
Ohhh. I thought it was like Long Island.,surprised
Also an island.,neutral
"Hey, what time is it?",neutral
2:17,neutral
"Wow! You realize that we've been throwing this ball, without dropping it, for like an hour?",surprised
Are you serious?!,surprised
Yeah. I realized it about a half-hour ago but I didn't want to say anything 'cause I didn't want to jinx it.,neutral
Wow! We are pretty good at this! Hey! We totally forgot about lunch!,surprised
"Oh, I-I, I think that's the first time I ever missed a meal!  Yeah, my pants are a little loose!",angry
"Oh, I-I, I think that's the first time I ever missed a meal!  Yeah, my pants are a little loose!",angry
"Hey, you guys",neutral
Hey!,happy
Who is it?,neutral
It’s Phoebe! Phoebe!,happy
Hey!,happy
No I’m not.,angry
You’re making one right now!,angry
And-,neutral
"Yeah, can I help you with something?",neutral
"Look, I’m talking right now! You’re—you mean her.",happy
"Y’know, twin stuff is always a real big seller.",neutral
What?!,surprised
"Yeah, I can talk them into giving you like, 30 dollars.",neutral
No!!,disgusted
And stop using my name!,angry
And shame on you!,disgusted
And shame on all of you!,disgusted
You’re disgusteding!,disgusted
Especially you  with that!,disgusted
Hey!,happy
Hi Pheebs!,happy
Are you moving out?,neutral
"No, these aren't all my suitcases.  This one's Paolo's.",neutral
"Um, um, Rachel can we talk for a sec?",neutral
"Well, sure...just a sec, though, 'cause Paolo's on his way over.",neutral
"Oh!  Ok, um, ok, um,",fearful
"Oh, Pheebs, Pheebs...",happy
"Ok, um,  we haven't known each other for that long a time, and, um, there are three things that you should know about me.",neutral
"One, my friends are the most important thing in my life, two, I never lie, and three, I make the best oatmeal raisin cookies in the world.",neutral
"Ok, thanks Pheebs  Oh my God, why have I never tasted these before?!",surprised
"Oh, I don't make them a lot because I don't think it's fair to the other cookies",neutral
"All right, well, you're right, these are the best oatmeal cookies I've ever had.",surprised
Which proves that I never lie.,neutral
I guess you don't.,neutral
Paolo made a pass at me.,sad
"I’m so sorry. Please, stop freaking out.",fearful
I’m not freaking out.,neutral
Why would I be freaking out?,neutral
"A woman named Heldi called and said we were getting married, but that happens everyday.",neutral
"Honey, we were at this beautiful place, and I-I-I just put our names down for fun!",angry
"I mean, what’s the harm in that?",neutral
Right here!,sad
"Chandler, please don’t think I was trying to pressure you. Phoebe and Rachel",angry
Phoebe and Rachel!,angry
"So the people that knew about our wedding before me were you, Phoebe and Rachel, Heldi, and apparently some band called Starlight Magic 7 who are available by the way!",sad
"It was a mistake. Please don’t take this to mean anything, because it doesn’t.",sad
Okay.,neutral
Really?,happy
"Yes, if it really doesn’t mean anything, because you know that I’m just not ready",neutral
I know! I know.,neutral
Okay.,neutral
I’m gonna go tell Joey that  that you’re back. I was really worried about you.,angry
"Honey, we were at this beautiful place, and I-I-I just put our names down for fun!",angry
"I mean, what’s the harm in that?",neutral
I’m gonna go tell Joey that  that you’re back. I was really worried about you.,angry
"Hey, did she buy it?",neutral
I’m not freaking out.,neutral
Why would I be freaking out?,neutral
"A woman named Heldi called and said we were getting married, but that happens everyday.",neutral
Phoebe and Rachel!,angry
"So the people that knew about our wedding before me were you, Phoebe and Rachel, Heldi, and apparently some band called Starlight Magic 7 who are available by the way!",sad
"Hey, did she buy it?",neutral
Totally.,neutral
So did Heldi show you the place?,neutral
"Yeah, it’s beautiful.",neutral
I can’t believe you’re gonna ask Monica to marry you!,happy
I know.,neutral
"Okay look, I have an idea.",neutral
"Why don’t we, why don’t we see what kind of number he has on his speed dial, and then from that we can tell who has more in common with him.",neutral
And then whoever does gets the phone.,neutral
"All right, first name on the speed dial is mom.",neutral
"Ohh, I lost my mom to suicide.",sad
"Okay no way, you cannot use that to get the cute guy and the last blueberry muffin.",sad
Did I use that already today? I’m sorry.,sad
Joe.,neutral
"Oh, I win! He’s got",happy
So you don’t know that’s,neutral
His new girlfriend!,surprised
I can’t believe this. Do you think that your parents could help pay for it?,surprised
"I don’t know, my mother spent most of her money on her fourth wedding.",sad
She’s saving the rest for her divorce.,angry
And any extra cash my father has he saves for his yearly trips to,neutral
"Honey, it’s gonna be okay.",neutral
No! No it’s not! It’s not gonna be okay! It sucks! No swing band! No lilies!,sad
"I don’t know, my mother spent most of her money on her fourth wedding.",sad
She’s saving the rest for her divorce.,angry
And any extra cash my father has he saves for his yearly trips to,neutral
Well what happened at dinner?,neutral
"Wait, but there’s no money! Well this is terrible! You guys are gonna have to get married in like a, rec. center!",sad
"Honey, it’s gonna be okay.",neutral
"No, y’know what?",neutral
It’s gonna be okay.,neutral
I mean you don’t have to have this rustic Italian feast.,neutral
Y’know?,neutral
"And-and you don’t need, you don’t need this custom-made, empire-waisted, duchess, satin gown; you can wear off the rack.",neutral
Well what happened at dinner?,neutral
My parents spent the money for our wedding!,angry
No! No it’s not! It’s not gonna be okay! It sucks! No swing band! No lilies!,sad
"No, y’know what?",neutral
It’s gonna be okay.,neutral
I mean you don’t have to have this rustic Italian feast.,neutral
Y’know?,neutral
"And-and you don’t need, you don’t need this custom-made, empire-waisted, duchess, satin gown; you can wear off the rack.",neutral
My parents spent the money for our wedding!,angry
My God! What did you order?!,surprised
My God! What did you order?!,surprised
"Wait, but there’s no money! Well this is terrible! You guys are gonna have to get married in like a, rec. center!",sad
"No, y’know what?",neutral
It’s gonna be okay.,neutral
I mean you don’t have to have this rustic Italian feast.,neutral
Y’know?,neutral
"And-and you don’t need, you don’t need this custom-made, empire-waisted, duchess, satin gown; you can wear off the rack.",neutral
"Dr. Geller, there’s a seat over here.",neutral
"Thank you, Dr. Phillips, but I’m having my lunch at this table, here in the middle.",neutral
"I’m having lunch right here, with my good friend Joey, if he’ll sit with me.",neutral
"Y'know, we work in a museum of natural history, and yet there is something unnatural about the way we eat lunch.",neutral
"Now, I look around this cafeteria, and y’know what I see, I see-I see division.",sad
"Division, between people in white coats and people in blue blazers, and I ask myself, ""My God why?!""",fearful
"Now, I say we shed these-these coats that separate us, and we get to know the people underneath.",neutral
I’m Ross!,happy
"I’m divorced, and I have a kid!",happy
"I’m Andrew, and I didn’t pay for this pear.",neutral
"Okay, good-good for you.",happy
"Thank you, Dr. Phillips, but I’m having my lunch at this table, here in the middle.",neutral
"I’m having lunch right here, with my good friend Joey, if he’ll sit with me.",neutral
I will sit with you Dr. Geller.,neutral
"Y'know, we work in a museum of natural history, and yet there is something unnatural about the way we eat lunch.",neutral
"Now, I look around this cafeteria, and y’know what I see, I see-I see division.",sad
"Division, between people in white coats and people in blue blazers, and I ask myself, ""My God why?!""",fearful
"Now, I say we shed these-these coats that separate us, and we get to know the people underneath.",neutral
I’m Ross!,happy
"I’m divorced, and I have a kid!",happy
I’m Joey! I’m an actor! I don’t know squat about dinosaurs!,happy
"All right, there you go!",happy
"Yeah, you hang in there Teddy!",angry
I’m Joey! I’m an actor! I don’t know squat about dinosaurs!,happy
"I’m Ted, and I just moved here a month ago, and New York really scares me.",angry
"Thank you, Dr. Phillips, but I’m having my lunch at this table, here in the middle.",neutral
"I’m having lunch right here, with my good friend Joey, if he’ll sit with me.",neutral
"Y'know, we work in a museum of natural history, and yet there is something unnatural about the way we eat lunch.",neutral
"Now, I look around this cafeteria, and y’know what I see, I see-I see division.",sad
"Division, between people in white coats and people in blue blazers, and I ask myself, ""My God why?!""",fearful
"Now, I say we shed these-these coats that separate us, and we get to know the people underneath.",neutral
I’m Ross!,happy
"I’m divorced, and I have a kid!",happy
"I’m Ted, and I just moved here a month ago, and New York really scares me.",angry
"All right, there you go!",happy
"Yeah, you hang in there Teddy!",angry
"I’m Andrew, and I didn’t pay for this pear.",neutral
"Thank you, Dr. Phillips, but I’m having my lunch at this table, here in the middle.",neutral
"I’m having lunch right here, with my good friend Joey, if he’ll sit with me.",neutral
"Y'know, we work in a museum of natural history, and yet there is something unnatural about the way we eat lunch.",neutral
"Now, I look around this cafeteria, and y’know what I see, I see-I see division.",sad
"Division, between people in white coats and people in blue blazers, and I ask myself, ""My God why?!""",fearful
"Now, I say we shed these-these coats that separate us, and we get to know the people underneath.",neutral
I’m Ross!,happy
"I’m divorced, and I have a kid!",happy
"Okay, good-good for you.",happy
"I’m Rhonda,  and these aren’t real!",neutral
"Wow, Rhonda.",surprised
"Thank you, Dr. Phillips, but I’m having my lunch at this table, here in the middle.",neutral
"I’m having lunch right here, with my good friend Joey, if he’ll sit with me.",neutral
"Y'know, we work in a museum of natural history, and yet there is something unnatural about the way we eat lunch.",neutral
"Now, I look around this cafeteria, and y’know what I see, I see-I see division.",sad
"Division, between people in white coats and people in blue blazers, and I ask myself, ""My God why?!""",fearful
"Now, I say we shed these-these coats that separate us, and we get to know the people underneath.",neutral
I’m Ross!,happy
"I’m divorced, and I have a kid!",happy
"Wow, Rhonda.",surprised
I’m Scott.,neutral
"Yeah, okay, Scott!",neutral
And I need to flip the light switch on and off 17 times before I leave a room or my family will die.,fearful
So thanks for the warm welcome.,neutral
"It’s good to have you guys on my team, and I come to play.",happy
I hope you do too.,neutral
"Now, let’s go out there and get ‘em!",happy
"And remember, there is no ‘I’ in team.",neutral
"Yes, but there’s two in martini, soo everybody",happy
You! Chuckles! What’s your name?,neutral
"Oh it’s Bing, sir. I’m sorry , I was just ah...",fearful
"No-no, I heard what you said, funny.",neutral
I like funny.,happy
"This team is about hard work, but it’s also about having fun.",happy
Good to have you aboard Bing!,happy
Yeah. You won't be able to take it.,neutral
"So uh, now that little Chandler turned out to be a girl, what are they gonna name her?",neutral
They're gonna call her Chandler.,neutral
"That's kind of a masculine name, don't you think?",neutral
Works on you.,neutral
"Oh, that is so sweet.",happy
"No, no, ok, you hang up.",happy
"Ok, ok, one, two, three.",happy
Well you didn't hang up either.,happy
She didn't hang up either...,happy
"Ok, no, no, you hang up. You, you, y—",happy
"Ross, hi, it's Rachel.",neutral
"I'm just calling to say that um, everything's fine and I'm really happy for you and your",neutral
"Rach, I got a message from you.",neutral
Oh my God.,surprised
"Oh my God Ross, no, hang up the phone, give me the phone Ross, give me the phone, give me the phone, give me the.",sad
You're over me?,surprised
Ohhhhhhhh God.,surprised
"Wha... you're uh, you're, you're over me?",surprised
"Ohh, ohh.",sad
"When, when were you... under me?",surprised
"Well, basically, lately, I've uh, I've uh, sort of had feelings for you.",neutral
"OK, I need to lie down.",surprised
"Hey! I'm in, they're gonna let me audition!",happy
Really? That's great!,happy
"I know! I know! It turns out that one of the casting ladies has actually seen me in a play, so I steered clear of her",happy
"Oh yeah, yeah! He's done tons of commercials. I've seen him in like Sugar Smacks,",happy
"Yeah well, he's not gonna get this one.",happy
Ben is way cuter than that kid.,happy
"I mean look at him, look at you,",disgusted
"That's great. Listen, wouldn't it be great though if I got to play Ben's dad?",neutral
"Joey, you look nothing like Ben.",neutral
I look more like him than you do!,angry
"I know! I know! It turns out that one of the casting ladies has actually seen me in a play, so I steered clear of her",happy
(noticing a kid who has picked up a copy of,neutral
"Oh yeah, yeah! He's done tons of commercials. I've seen him in like Sugar Smacks,",happy
I look more like him than you do!,angry
"Y'know, I don't really know you well enough for you to do that.",happy
That really was some of your best work.,happy
"Hm-hmm, I told you!  I can’t believe that I’ve only got two hours before I call in sick for work.",neutral
I have to be up in seven minutes.,neutral
"Well, you’re not gonna believe this, but if you have seven minutes",neutral
Really?!,surprised
Do you wanna?,neutral
Okay! You get the vacuum cleaner and I’ll get the furniture polish!,happy
Oh okay. But y’know what? Be careful. Because a guy who was helping me before had to leave because he hurt his back.,neutral
Boyfriend?,surprised
No.,neutral
I’m Joey.,neutral
Kristen.,neutral
"Oh wow, what a beautiful name!  What is it again?",happy
Kristen.,neutral
Got it!  So,neutral
"So uh, do you live around here?",neutral
Yeah!,neutral
Yeah!,happy
Right down there.,neutral
Hey listen.. let me give you a little tip.,neutral
Do not take a nap on this stoop  or you can wake up with your shoes gone.,happy
I’ll remember that.,neutral
"Okay. Yeah. Listen would you uh, would you like to have dinner with me tonight?",neutral
